sigma1	sigma2	posterior
-7.200000000000000453e-04	-1.000000000000000000e+05	2.184852309536225478e-110
-7.200000000000000453e-04	-9.500000000000000000e+04	1.049016721546083678e-109
-7.200000000000000453e-04	-9.000000000000000000e+04	5.009381643769190167e-109
-7.200000000000000453e-04	-8.500000000000000000e+04	2.379179516960588078e-108
-7.200000000000000453e-04	-8.000000000000000000e+04	1.123858636976176406e-107
-7.200000000000000453e-04	-7.500000000000000000e+04	5.280044053007340197e-107
-7.200000000000000453e-04	-7.000000000000000000e+04	2.467202449664568312e-106
-7.200000000000000453e-04	-6.500000000000000000e+04	1.146603893886809111e-105
-7.200000000000000453e-04	-6.000000000000000000e+04	5.299848073214362130e-105
-7.200000000000000453e-04	-5.500000000000000000e+04	2.436434896590410326e-104
-7.200000000000000453e-04	-5.000000000000000000e+04	1.114006142076611138e-103
-7.200000000000000453e-04	-4.500000000000000000e+04	5.065959839843881915e-103
-7.200000000000000453e-04	-4.000000000000000000e+04	2.291275350684033435e-102
-7.200000000000000453e-04	-3.500000000000000000e+04	1.030704581698337528e-101
-7.200000000000000453e-04	-3.000000000000000000e+04	4.611397006292099989e-101
-7.200000000000000453e-04	-2.500000000000000000e+04	2.051975651208976026e-100
-7.200000000000000453e-04	-2.000000000000000000e+04	9.081409849228707852e-100
-7.200000000000000453e-04	-1.500000000000000000e+04	3.997382733262908997e-99
-7.200000000000000453e-04	-1.000000000000000000e+04	1.750006135931313921e-98
-7.200000000000000453e-04	-5.000000000000000000e+03	7.619821430164355534e-98
-7.200000000000000453e-04	0.000000000000000000e+00	3.299828729388611676e-97
-7.200000000000000453e-04	5.000000000000000000e+03	1.421279159655210563e-96
-7.200000000000000453e-04	1.000000000000000000e+04	6.088478261835698082e-96
-7.200000000000000453e-04	1.500000000000000000e+04	2.594056999782437173e-95
-7.200000000000000453e-04	2.000000000000000000e+04	1.099237796242996550e-94
